website,timestamp,industry,company_name,about_us,headquarters,employee_range,employee_profile,year-founded,locations,specialties,what_they_do,capitaliq_employee
http://www.ccidconsulting.com/,2022-02-01 19:49:23.479356,Management Consulting,CCID Consulting Company Limited,"CCID Consulting Co., Ltd (hereinafter known as CCID Consulting), the first Chinese consulting firm listed in the Growth Enterprise Market of the Stock Exchange (GEM) of Hong Kong (stock code: HK08235), and the first consulting firm who gets ISO 9001--international and national quality management system standard certification, is directly affiliate to China Center for Information Industry Development (hereinafter known as CCID Group).Headquartered in Beijing, CCID Consulting has so far set up branch offices in Shanghai, Guangzhou, Shenzhen, Wuhan and Chengdu, with over 200 professional consultants after many years of development. The company’s business scope has covered over 200 large and medium-sized cities in China. Based on the major competitiveness of the powerful the industrial resources, information technology and data channels, CCID Consulting provides customers with public policy establishment, industry competitiveness upgrade, development strategy and planning, marketing strategy and research, HR management, IT programming and management. Her customers range from industrial users in electronics, telecommunications, energy, finance, automobile, to government departments at all levels and diversified industrial parks. CCID Consulting commits herself to become the No.1 advisor for enterprise management, the No.1 consultancy for government decision and the No.1 brand for informatization consulting.",,201-500,86,2000,,"general consultancy
fields: government
enterprise
IT
management
strategy
IPO
and etc","{'Consulting': '25', 'Business Development': '17', 'Research': '11', 'Operations': '9', 'Information Technology': '4', 'Program and Project Management': '4', 'Finance': '3', 'Administrative': '3', 'Sales': '3', 'Engineering': '3', 'Healthcare Services': '2', 'Human Resources': '2', 'Military and Protective Services': '2', 'Marketing': '1', 'Support': '1'}",362
https://www.cdkglobal.com/,2022-02-01 19:49:47.708881,Computer Software,"CDK Global, Inc.","With approximately $2 billion in revenues, CDK Global is a leading global provider of integrated information technology solutions to the automotive retail and adjacent industries. Focused on enabling end-to-end automotive commerce, we provide solutions to dealers in more than 100 countries around the world, serving approximately 30,000 retail locations and most automotive manufacturers. Our solutions automate and integrate all parts of the dealership and buying process, including the acquisition, sale, financing, insuring, parts supply, repair, and maintenance of vehicles.","Hoffman Estates, IL","5,001-10,000",7911,1972,7,"Dealer Management Systems; Point-of-Sale Transactional Dealership Systems
CRM
Digital Marketing
IP Telephony
and Consulting",,6500
https://www.mapmyindia.com/,2022-02-01 19:59:15.553219,Information Technology &amp; Services,CE Info Systems Ltd.,"Founded in 1995, MapmyIndia is India’s leader in premium quality digital map data and APIs, GPS  navigation, tracking, location apps  and GIS solutions. Head quartered in New Delhi with offices across India, MapmyIndia is an ISO 9001-2012 company with 734 people that pioneered digital mapping in India. Since 1995, through continuous field surveys and state-of-the-art mapping technology, MapmyIndia has built its proprietary MapmyIndia Maps, the most comprehensive, accurate, reliable, full-featured, professionally created and continuously updated digital map dataset for all India, including its revolutionary RealView service which captures, analyses and publishes the world in 3D and 360-degree photo-realistic clarity, all of which are used for a wide range of Navigation, Telematics, ADAS, GIS, LBS and Smart City applications.MapmyIndia builds and provides not just the most advanced, accurate and detailed maps of India, but also the best GPS-based IoT (“Internet of Things”) devices optimised for in-vehicle and personal navigation and tracking use, market-leading location-based SaaS (“Software as a Service”) for enterprises and professional users, and popular and delightful hyper-local mobile and web apps for consumers, including maps.mapmyIndia.com, India’s very first and most detailed, accurate and comprehensive interactive online mapping portal, and NaviMaps, the best offline GPS navigation app for India. MapmyIndia also provides a whole range of Map and LBS APIs and Solutions which empower developers and enterprises to build and integrate amazing and valuable location-enabled services, apps, software and IoT devices enriched by India’s best maps and location technologies.","New Delhi, Delhi","501-1,000",730,1995,,"GPS
GIS Solutions
Digital Maps
Navigation
Mobile Apps
Map APIs
Enterprise Solutions
GIS Services
Vehicle Tracking Solutions
Fleet Management
and Route Optimization Solutions",,410
https://www.cegedim.fr/Pages/default.aspx,2022-02-01 19:59:46.087006,Information Technology &amp; Services,Cegedim SA,"Founded in 1969, Cegedim is an innovative technology and services company in the field of digital data flow management for healthcare ecosystems and B2B, and a business software publisher for healthcare and insurance professionals. Cegedim employs more than 5,300 people in more than 10 countries and generated revenue of €500 million in 2020. Cegedim SA is listed in Paris (EURONEXT: CGM).To learn more, please visit: www.cegedim.comAnd follow Cegedim on Twitter: @CegedimGroup & Facebook  http://bit.ly/2sI2OEa","Boulogne-Billancourt, Île-de-France","5,001-10,000",3591,1969,,"Solutions and Services for Healthcare Companies
Solutions and Services for Healthcare Professionals
and Solutions and Services for Corporate Businesses",,5524
https://www.ceinsys.com/,2022-02-01 20:00:46.779279,Information Technology &amp; Services,Ceinsys Tech Limited,"Ceinsys Tech Limited (Formerly ADCC Infocad Ltd) has, over the years, evolved from being a small CAD training institute to a highly successful and reputed technology solution provider. We can proudly claim to be one of the leading geospatial technology players in India. Over time, we have consistently reinvented our solution offerings to clients whilst adapting to changing business needs with quick turnaround times.  This has provided us a very stable business platform for the coming years.It is now time that we build on this rich and diverse portfolio and take it to the next level of growth. A time to showcase our robust technology solutions spectrum. A time to convey our intent in addressing new domains. A time to project ourselves as a World Class IT organization.As a first step, we have taken an initiative to rebrand ourselves. A brand, which will convey our goal to all stakeholders with clarity. A brand that will ensure benefits to every stakeholder. Towards this, after extensive deliberations, we have arrived at a new identity for ADCC and that is ""Ceinsys Tech Limited"".Why Ceinsys Tech Ltd? Well, we wanted to keep in touch with our roots; which lie in Central India. We use Systems to address customer needs. Our approach is thru Technology Solutions. And, of course, we are a Public Limited (Ltd) company. Put all these together; and you have Ceinsys Tech Ltd.Why the colors?We have chosen the color blue as it represents the vastness of the oceans and the color of the all-pervasive sky; both symbolizing our wide range of solutions. The color orange represents the color of the rising sun symbolizing a new dawn for the company.The change of company name is, merely the first step in our quest to achieve the set goal. We have repositioned our solutions spectrum into three broad business segments – Government, Infrastructure, Defence & Security; and shall address them by providing a combination of Geospatial, Engineering & IT solutions.","Nagpur, Maharashtra","1,001-5,000",478,1998,,"Government
Infrastructure
and Defence & Homeland Security",,713
http://www.celestialbiolabs.com/,2022-02-01 20:03:51.132223,Biotechnology,Celestial Biolabs Limited,"Celestial Biolabs Ltd  is an emerging Biopharmaceutical Organisation. With successful initiatives in drug discovery and development, Celestial Biolabs has designed in-house patented drug molecules for cure of several diseases. As the global pioneer in biopharmaceutical services, Celestial Biolabs helps deliver new drugs and cures for the world’s most challenging diseases","Nacharam,Hyderabad-500076, Andhra Pradesh",51-200,63,1997,,"Biotechnology
Biopharmaceuticals
Nutraceuticals
and Bioinformatics","{'Information Technology': '8', 'Sales': '8', 'Business Development': '5', 'Research': '4', 'Operations': '3', 'Administrative': '3', 'Consulting': '3', 'Accounting': '2', 'Human Resources': '2', 'Education': '2', 'Finance': '1', 'Healthcare Services': '1', 'Marketing': '1', 'Program and Project Management': '1', 'Purchasing': '1'}",101
https://cellebrite.com/en/home/,2022-02-01 20:04:15.543032,Public Safety,Cellebrite DI Ltd.,"Cellebrite is the leader in digital intelligence and investigative analytics, partnering with public and private organizations to transform how they manage data in investigations to accelerate justice and ensure data security.","Vienna, VA","501-1,000",940,1999,6,"Mobile Forensics
Mobile data extraction
cloud extraction
decoding
analysis and reporting
digital forensics
digital intelligence
cloud forensics
analytics
and mobile unlocking",,765
https://www.cenit.com/,2022-02-01 20:05:14.142564,Information Technology &amp; Services,CENIT Aktiengesellschaft,"CENIT is your partner for successful digital transformation. With a broad solutions and services portfolio, CENIT enables clients to optimize their horizontal and vertical business processes. Our solutions are based on innovative technologies in: product lifecycle management, the digital factory, and enterprise information management. With interdisciplinary knowledge of the processes involved and their considerable expertise in the field, CENIT consultants provide customers with end-to-end advice to ensure that solutions are implemented with an understanding of the entire value chain. With a holistic approach and based on trusted partnerships, CENIT takes responsibility for solutions on behalf of our clients. From the initial consultation to the introduction of innovative IT solutions, right through to ensuring a cost-effective operation. The CENIT team adapts to each client, taking a practical approach, which enables measurable operational optimizations. CENIT has been helping prestigious customers in key industries to gain competitive advantages for 30 years. CENIT has over 800 employees worldwide who work with customers from: automotive, aerospace, industrial equipment, tool and mold manufacturing, financial services, and trade and consumer products industries. www.cenit.com",,"501-1,000",465,1988,9,"Product Lifecycle Management (PLM)
Enterprise Information Management (EIM)
Digital Factory
Digital Twin
SAP PLM
and Digital Continuity",,675
https://censof.com/,2022-02-01 20:05:48.195406,Computer Software,Censof Holdings Berhad,"Censof Holdings Bhd was established in 2008 as a technology investment holdings company specializing in financial management software solutions. Since then, Censof has expanded its portfolio of financial services solutions to include e-payment gateway services and wealth management software solutions. Subsequently, Censof ventured to professional training of software application specialists to support human capital development in technology certifications. Consequently, Censof acquired a major accounting solution business that cater to SME business market. Through its subsidiaries, the technology solutions are widely used in public and private sectors in Malaysia, Singapore, Indonesia and Hong Kong. In January 2011, the Group was listed on the Main Market of Bursa Malaysia. Today, the Censof Group provide an extensive portfolio of financial management software solutions that cater from start-ups, small and medium enterprises (SMEs) all the way to large corporations. Our team of experts and strategic partners has an unparalleled competitive ability to address industry requirements at both global and local level. We have completely modernised our solutions portfolio in the last two years, connecting and integrating them in new and innovative ways. We have developed financial management solutions which are open and integrated softwares that will help businesses transform their operations, digitalise their businesses processes and drive innovations through cloud technology adoption. We have built the business data infrastructure offering the broadest range of financial management solutions through developing software and ensuring it is open and flexible to match the changing needs of the market. In addition, we have also made strategic acquisitions and partnership to enhance our offering for our clients’ needs.","Petaling Jaya, Selangor",201-500,111,,,"Government Financial Management Systems
Outcome Based Budgeting
Payment Gateways
Government Portals
Distribution and Manufacturing Systems
Wealth Management Solutions
and Training Solutions",,329
https://www.centerac.com/,2022-02-01 20:06:11.455080,Computer Software,Centerac Technologies Limited,"Centerac Technologies Limited is a full service technology provider offering solutions for e-auctions, e-commerce platform, digital marketing, B2B public and private marketplaces, Location Based Services over Wi-Fi, mobile apps for POS billing, sales force empowerment, Inventory management and In-store experiences.The company has three business verticals, Internet, Networking and Mobile which address five industry segment of Hospitality, Gems and Jewellery, Textile, Retail and Healthcare.Centerac has a mix of products, solutions and initiativesThe products portfolio includes:1. EzPresso: A networking management tool for public wireless infrastructure. Clients include various airports, hotels and Apollo and Hiranandani Hospitals2. Jewelcom: A rapid deployment platform for enabling jewellery retailers to set up B2B2C ecomm strategies. Clients include Rio Tinto   3. MobiDia: A native mobile app platform to enable diamond companies to stream their inventory real-time to customers world wide on their BlackBerry, iPhone, iPad and Android phones. Clients include Rosy Blue, Dimexion, Blue Star and leading large diamond companies 4. eAuctions: A dynamic pricing platform to help companies set up online auctions. Client include Bharat Diamond Bourse, Arjav Bids and Diasqua4. TMS: Trade Management Software to manage large trade shows. Clients include India International Jewellery Show Our solutions portfolio include McDonalds, IIJS, FasscoCenterac also has its own initiatives such as YNFX.com, TextileBasics.com, MobiDiamond.com","Mumbai, Maharashtra",Nov-50,11,2006,2,"B2B eCommerce Applications
Mobile Applications for iPhone
BlackBerry
& Android
Trade Show Management Software
Indian Government Association Web Compliances
Online Auctions
Advisory Services
Guest Billing Solutions
and WiFi Networks","{'Engineering': '4', 'Information Technology': '2', 'Marketing': '1', 'Administrative': '1', 'Program and Project Management': '1', 'Sales': '1', 'Support': '1', 'Business Development': '1'}",1
https://www.centralnicgroup.com/,2022-02-01 20:06:47.161858,Internet,CentralNic Group Plc,"CentralNic (AIM: CNIC) is the developer and operator of software platforms providing web presence services to customers in over 250 countries. CentralNic is a leading provider of tools required to create websites, use email, and secure business online. Headquartered in London, the Group generates revenue and income from the worldwide sale of internet domain names and hosting on an annual subscription basis.CentralNic Registry is a leading distributor of registries’ domain names, on an exclusive basis, through retailers globally – the only distributor with six of the top twenty new TLDs on its platform. The three most important contributing factors behind this achievement are the Division’s leading technology platforms, its extensive range of support services and its integrated network of global retailers.CentralNic Retail operates numerous online retailers providing domain names, websites, hosting, email, and SSL certificates. CentralNic’s Retail Division manages around 2 million domain names and associated products. The division retails domain names to customers in over 250 countries globally through its online retail brands, websites and flagship stores. The division boasts one of the widest range of domain extensions offered by retailers in the industry.CentralNic Reseller manages around 5 million domain names and associated products. The division sells domain names through a network more of than 4,600 resellers located in over 100 countries. The division offers approximately 800 different Top Level Domain endings, one of the most comprehensive domain offerings on the planet.CentralNic Corporate is gaining in importance in the domain name industry. It  meets the domain management needs of corporate clients, it delivers valuable brand protection services for online businesses and provides technical services to companies either looking to own or with existing exclusive ‘dot Brand’ registries.",,"501-1,000",167,1995,3,"DNS
domain names
domain registry services
managed DNS
brand protection
TLDs
ccTLDs
gTLDs
new TLDs
consultancy
application support
registrar accreditation
internet governance
.Brands
internet policy
premium names
domain brokerage
TLD marketing
and domain registrar",,569
https://www.cerberussentinel.com/,2022-02-01 20:08:54.684111,Computer &amp; Network Security,Cerberus Cyber Sentinel Corporation,"Cerberus Sentinel is an industry leader in Managed Compliance and Cybersecurity (MCCP) services with its exclusive MCCP+ managed compliance and cybersecurity services plus culture program. The company is rapidly expanding by acquiring world-class cybersecurity, secured managed services, and compliance companies with top-tier talent that utilize the latest technology to create innovative solutions to protect the most demanding businesses and government organizations against continuing and emerging security threats and compliance obligations.","Scottsdale, Arizona",51-200,101,2019,,"Cyber Security
Security
Compliance
Risk Mitigation
Breach and Incident Response
CISO as a Service
and Data Protection",,61
http://www.cerence.com/,2022-02-01 20:09:31.261766,Automotive,Cerence Inc.,"Cerence (NASDAQ: CRNC) is the global industry leader in creating unique, moving experiences for the mobility world. As an innovation partner to the world’s leading automakers and mobility OEMs, it is helping advance the future of connected mobility through intuitive, powerful interaction between humans and their cars, two-wheelers, and even elevators, connecting consumers’ digital lives to their daily journeys no matter where they are. Cerence’s track record is built on more than 20 years of knowledge and more than 400 million cars shipped with Cerence technology. Whether it’s connected cars, autonomous driving, e-vehicles, or buildings, Cerence is mapping the road ahead. For more information, visit www.cerence.com.","Burlington, Massachusetts","1,001-5,000",1332,2019,,,,1700
https://www.ceridian.com/,2022-02-01 20:09:54.187669,Computer Software,Ceridian HCM Holding Inc.,"Ceridian is a global human capital management software company. Dayforce, our flagship cloud HCM platform, provides human resources, payroll, benefits, workforce management, and talent management functionality. Our platform is used to optimize management of the entire employee lifecycle, including attracting, engaging, paying, deploying, and developing people. Ceridian has solutions for organizations of all sizes.","Minneapolis, MN","5,001-10,000",6603,,10,"Onboarding
Payroll
Performance Management
Time & Attendance
Benefits
Document Management
Workforce Management
Dashboards
Recruiting
Learning
Succession Planning
and On-Demand Pay",,5974
https://www.cerillion.com/,2022-02-01 20:10:17.439319,Information Technology &amp; Services,Cerillion Plc,"Cerillion is a leading provider of billing, charging and customer management systems with more than 20 years' experience delivering its solutions across a broad range of industries including the telecommunications, finance, utilities and transportation sectors. These are used to price and bill subscriptions and variable usage for wholesale, retail and white label services; B2B and B2C offerings and multi-country service provider portfolios.Cerillion Skyline combines this heritage of providing high performance billing and transaction processing engines with an intuitive online user interface to provide a complete Software-as-a-Service (SaaS) billing application for the next generation of digital and non-digital services. Scalable to support from a few thousand to many millions of subscriptions in any industry, Cerillion Skyline comes in four pre-packaged editions and is available for both public cloud and private cloud deployments.","London, England",201-500,275,1999,2,"Billing
CRM
Rating
Charging
Mediation
Provisioning
Interconnect
BSS
Subscriptions
Cloud
and Network Inventory",,250
https://www.cerner.com/,2022-02-01 20:10:41.293694,Information Technology &amp; Services,Cerner Corporation,"Cerner is the leading U.S. supplier of health care information technology solutions that optimize clinical and financial outcomes. Around the world, health organizations ranging from single-doctor practices to entire countries turn to Cerner (NASDAQ: CERN) for our powerful yet intuitive solutions. Cerner offers clients a dedicated focus on health care, an end-to-end solution and service portfolio, and proven market leadership.","Kansas City, Missouri","10,001+",25574,,2,"Millennium
Health care
HIT
Information Technology
Population Health
Revenue Cycle
EHR
and Interoperability",,26400
https://www.certara.com/,2022-02-01 20:11:15.514198,Pharmaceuticals,"Certara, Inc.","Certara accelerates medicines using proprietary biosimulation software and technology to transform traditional drug discovery and development.  Its clients include 1,650 global biopharmaceutical companies, leading academic institutions, and key regulatory agencies across 61 countries.For more information, visit www.certara.com.","Princeton, NJ","1,001-5,000",980,2008,6,"model-based drug discovery and development
scientific informatics
PK/PD modeling and simulation
PBPK modeling and simulation
trial design
drug development
regulatory writing
quantitative systems pharmacology
clinical pharmacology
quantitative systems toxicology
transparency and disclosure
model-based meta-analysis
regulatory strategy
regulatory publishing
market access
health economics and outcomes research
and real world evidence solutions",,875
http://certivehealth.com/,2022-02-01 20:11:31.878834,Hospital &amp; Health Care,Certive Solutions Inc.,"Certive Health provides solutions to healthcare communities through the application of people-equity and capital.  The goal is to help increase provider revenues, reduce costs, improve outcomes, and increase patient satisfaction while eliminating administrative burden.","Scottsdale, Az",51-200,6,2013,2,,"{'Business Development': '3', 'Marketing': '2', 'Accounting': '1', 'Finance': '1', 'Media and Communication': '1', 'Operations': '1', 'Entrepreneurship': '1'}",90
https://www.cesltd.com/,2022-02-01 20:11:55.133142,Information Technology &amp; Services,CES Limited,"CES is a leading global provider of Technology and Business Process Modernization (BPM) services for enterprise clients. The Company is widely recognized as a trusted partner to deliver complex technology solutions and modernize mission critical business processes. CES’s diversified offerings help clients improve operational efficiency, create compelling cross-selling opportunities, and enhance customer experience. CES has sticky, long-term relationships with a diverse set of blue-chip clients across the financial services, e-commerce, and technology industries. To further support its value proposition and drive its recurring revenue profile, CES has developed a suite of proprietary IP to differentiate its service offering including a cloud-based web harvesting platform, UI & API test automation, a cash reconciliation platform, and a cloud-enabled workflow management tool. Led by a seasoned leadership team based in the United States, the Company has a global delivery platform with 850+ highly specialized consultants, both onshore and offshore across three continents","Bolingbrook, Illinois","1,001-5,000",3217,1996,4,"Product Engineering
Oracle ERP Services
Alternative Asset Management
HR & Recruiting (RPO)
E-Commerce Services
Healthcare IT
UI Modernization
Infrastructure and Cloud Services
Custom Solution Development
Testing & QA
Mortgage Support Services
Magento Services
Fraud Prevention
and Accounting and Financials",,703
https://www.cgvakindia.com/,2022-02-01 20:12:43.415161,Information Technology &amp; Services,CG-VAK Software and Exports Limited,"CG-VAK is a multi million dollar public limited organization in India with more than 450 employees around the globe. Our core strength is providing ""offshore product development"" services to software product company's in US, Canada, Europe, Australia & South Africa.","Coimbatore, Tamil Nadu","501-1,000",441,1995,2,"Product Engineering
Mobile Apps Development
Progressive Web App
Web Application Development
Ecommerce Solutions
Healthcare IT Solutions
Education IT Solutions
IT Consulting
Cross Platform
Cloud Computing
Networking
Java
.Net
SharePoint
Angular
React
Nodejs
Android
iOS
Software Testing
Big Data
Digital Marketing Services
Flutter
Ecommerce Store
and Custom Software Development",,240
https://www.cgi.com/en,2022-02-01 20:13:08.183130,Information Technology &amp; Services,CGI Inc.,"Insights you can act onFounded in 1976, CGI is among the largest IT and business consulting services firms in the world. We are insights-driven and outcomes-based to help accelerate returns on your investments. Across 21 industries in 400 locations worldwide, we provide comprehensive, scalable and sustainable IT and business consulting services that are informed globally and delivered locally.We value your opinions and welcome your comments and questions on our posts here on LinkedIn. Please keep a polite, professional and constructive tone. We remove comments containing objectionable language and derogatory views. We do not allow content that is unrelated to the subject, and we remove discriminatory and racist comments as well as spam and advertising. Note that content on this page contains general information regarding CGI’s services and initiatives and should not be considered direct business advice. To engage in a discussion with one of our experts, please contact us directly at info@cgi.com.","Montreal, Quebec","10,001+",57233,,30,"Business consulting
Systems integration
Intellectual property
Managed IT
Business process services
Digital transformation
and Emerging technology",,80000
https://www.championsoncology.com/,2022-02-01 20:13:31.630523,Biotechnology,"Champions Oncology, Inc.","Champions Oncology, Inc. provides an end-to-end range of research and development solutions and services that improve the productivity of oncology drug development. Using both in vitro to in vivo testing platforms companies can leverage the expertise at Champions Oncology to help guide decision making for clinical development scenarios.From screens using commercially-available and custom cell lines, to studies leveraging syngeneic or traditional patient-derived studies xenograft (PDX) models, and modeling treatment response in the clinic, Champions Oncology is your partner in meeting today’s needs and innovating for tomorrow’s challenges.At the core of our services is the Champions TumorGraft® (CTG) platform, a comprehensive, unique compendium of PDX models that preserve the biological characteristics of human tumors and are highly predictive of clinical outcomes. Services utilizing Champions TumorGrafts® PDX tumor models include evaluating tumor sensitivity/resistance to various single, combination, standard and novel chemotherapy agents, biomarker discovery and the identification of novel drug combinations.Champions TumorGraft® PDX models are procured through agreements our Clinical Collaboration Network, a series of renowned oncology institutions in the US and around the world, as well as through the company’s Personalized Oncology Solutions business.Personalized Oncology Solutions assist clinical oncologists by establishing and administering expert tumor panels for their patients to analyze medical records and test results, to assist in understanding conventional and experimental options and to identify and arrange for testing, analysis and study of the patients’ cancer tissues, as appropriate. Additionally, the company offers personalized PDX development, drug studies and genome sequencing, whereby physicians evaluate the effects of cancer drugs and understand the genetic makeup of each patient’s tumor, enabling them to better select treatment regimens.","Hackensack, New Jersey",51-200,174,2007,2,"Translational Oncology Research
Personalized Oncology
Patient Derived Xenograft
Oncology Pharmacology
Immuno-Oncology
Flow Cytometry
Syngeneic Models
Humanized Mouse Models
GCP
Clinical Flow Cytometry
and PDX",,194
https://chamsplc.com/,2022-02-01 20:14:11.047000,Information Technology &amp; Services,Chams Plc,"Chams PLC is Nigeria’s leading provider of integrated identity management and identity and payments transactional systems and solutions provider. Over the last3 decades, Chams has evolved from computer and hardware maintenance to providing enterprise technology solutions in the identity management and transaction payments space to public and private sector institutions.We have been part of every major success story in Identity management in Nigeria since 1992 to date.Owing to our experience and expertise, we have built robust, secure and adaptable platforms to drive identity management, identity transactions and verification services for public/private sector initiatives and businesses.Incorporated in 1985, we have grown from a privately owned business to a publicly quoted company listed on the Nigerian Stock Exchange.In the identity management space, Chams executed identification and verification related projects for institutions that include INEC, NCC, NHIS, PeNCOM, ICAN, Customs, Nigerian AirFORCE, NAHCO, Head of Service of the Federation, Osun state, Anambra State, Ogun State, Adamawa State, Benue State, Government and Private educational institutions, private sector organisations. Currently, we are working with the government of Oyo State in the IGR collection and Resident Registration in Osun State.The successful execution of Nigeria’s banking industry Bank Verification Number Project for the identification and verification of bank customers could not be mentioned without including Chams PLC having handled the execution and deployment of the solutions and agents for the project. The multi-million dollar project is an initiative of the Central Bank of Nigeria (CBN) and the Banker’s Committee, and is the first banking industry biometrics identity matching solution in the global financial markets.",,51-200,425,1985,,"Identity Management
Biometric Solution
Electronic and Card payment systems
Mobile Payment
ATMs sale
deployment and support
POS deployment and support
solutions provider
time and attendance solution
Residency solution
e-education solution
identity solution
nin
and nimc",,500
https://changefinancial.com/,2022-02-01 20:16:16.033558,Financial Services,Change Financial Limited,"Change Financial (Change) is a global fintech, listed on the Australian Securities Exchange (ASX: CCA), providing payments solutions to banks and fintechs. Change partners with clients to provide simple, flexible, and fast to market payments solutions and services.Change offers payments and testing solutions to more than 136 clients across 36 countries - Australia and New Zealand (ANZ), North America, Latin America (LATAM) and South-East Asia (SEA).","Brisbane, QLD",51-200,71,2014,6,,,80
https://www.changehealthcare.com/,2022-02-01 20:16:49.305305,Information Technology &amp; Services,Change Healthcare Inc.,"Change Healthcare (Nasdaq: CHNG) is a leading healthcare technology company, focused on insights, innovation and accelerating the transformation of the U.S. healthcare system through the power of the Change Healthcare Platform.","Nashville, TN","10,001+",8679,2007,,"Cost Transparency
Healthcare Benefits Education
Healthcare Provider Solutions
Revenue Cycle Solutions
Pharmacy Services
Clinical Information Exchange
Healthcare IT
Channel Partners/Vendors
Payment Cycle Management
Payment Integrity
and Payer Solutions",,15000
https://www.chanjet.com/,2022-02-01 20:21:00.899334,Internet,Chanjet Information Technology Company Limited,"Chanjet Information Technology Company Limited was established in March 2010 and was listed on the main board of the Hong Kong Stock Exchange on 26 June 2014 (Stock code: 1588). Taking “facilitating MSEs’ development through information technology” as its mission and striving for the vision of becoming a worldwide leading provider of cloud services and software for corporate management of MSEs, the Company is committed to providing application services as well as application software,including corporate operating management,cooperative work, platform services, data services and financial services, for MSEs in the PRC.The Company has been regarded as the “Key Software Enterprises under the National Planning Layout (國家規劃佈局重點軟件企業)” for years. It was also awarded “The Best Chinese Employer for the Year —Internet Sector (中國互聯網年度最佳新銳僱主)” in January 2015 and was honored as “The Best Vendor in MSEs Software Market of China” by CCW in 2014. The Company ranked first in the “User Satisfaction in MSEs Management Software Users Group”(小微企業管理軟件用戶滿意度第一) and was awarded the “Recommended Brand for MSEs Management Cloud Service” by CCW, and was honored as “the Future Star in the 21st Century” by China Entrepreneur in 2013 becoming the most promising emerging company.",,"501-1,000",507,2010,,,"{'Sales': '160', 'Engineering': '100', 'Information Technology': '46', 'Operations': '42', 'Support': '26', 'Business Development': '20', 'Human Resources': '19', 'Product Management': '18', 'Finance': '14', 'Community and Social Services': '12', 'Administrative': '11', 'Consulting': '10', 'Marketing': '9', 'Research': '9', 'Program and Project Management': '7'}",1122
https://www.channeladvisor.com/,2022-02-01 20:21:23.527806,Computer Software,ChannelAdvisor Corporation,"ChannelAdvisor (NYSE: ECOM) is a leading multichannel commerce platform whose mission is to connect and optimize the world’s commerce. For over two decades, ChannelAdvisor has helped brands and retailers worldwide improve their online performance by expanding sales channels, connecting with consumers across the entire buying cycle, optimizing their operations for peak performance, and providing actionable analytics to improve competitiveness. Thousands of customers depend on ChannelAdvisor to securely power their e-commerce operations on channels such as Amazon, eBay, Google, Facebook, Walmart, and hundreds more. For more information, visit www.channeladvisor.com.","Morrisville, NC","501-1,000",927,2001,3,"e-commerce
marketplaces
comparison shopping engines
digital marketing
Product Intelligence
brands
retailers
and e-commerce solutions",,725
https://www.charge.enterprises/,2022-02-01 20:21:55.725406,Renewables &amp; Environment,"Charge Enterprises, Inc.",,,Nov-50,5,,,,,219
https://www.criver.com/,2022-02-01 20:22:37.418483,Biotechnology,"Charles River Laboratories International, Inc.","At Charles River, we are passionate about our role in improving the quality of people’s lives. Our mission, our excellent science and our strong sense of purpose guides us in all that we do, and we approach each day with the knowledge that our work helps to improve the health and well-being of many across the globe.#DrugDiscovery #Biotech #Biotechnology #Pharmaceuticals #CRL","Wilmington, Massachusetts","10,001+",12236,1947,,"Research Models & Services
Preclinical Services
Discovery Research Services
Biologics Testing Solutions
Microbial Identificiation
Endotoxin Testing
LAL
Early Discovery
Safety Testing
and Agrochemical",,18400
https://www.checkpoint.com/,2022-02-01 20:23:18.040661,Computer &amp; Network Security,Check Point Software Technologies Ltd.,"Check Point Software Technologies Ltd. (www.checkpoint.com) is a leading provider of cyber security solutions to governments and corporate enterprises globally.  Check Point’s solutions protect customers from 5th generation cyber-attacks with an industry leading catch rate of malware, ransomware and advanced targeted threats. Check Point offers a multilevel security architecture, “Infinity Total Protection with Gen V advanced threat prevention”, this combined product architecture defends an enterprises’ cloud, network and mobile devices. Check Point provides the most comprehensive and intuitive one point of control security management system. Check Point protects over 100,000 organizations of all sizes.","San Carlos, CA","5,001-10,000",6334,1993,38,"Network Security
Next Generation Firewall (NGFW)
Intrusion Prevention (IPS)
Data Loss Prevention DLP
SSL VPN
Endpoint Protection
Malware Prevention
Cyber Security
Information Security
Mobile Security
Unified Threat Management (UTM)
Mobile Threat Prevention
Cloud Security
Network Security
Cyber Threat Prevention
Security Management
Advanced Threat Prevention
Cyber Security Research
SaaS Cloud Security
Public IaaS Security
Private IaaS Security
Cyber Threat Detection
Endpoint Security
Remote Access VPN
and Security Compliance",,5198
